Fecha,Unidades,NombreFeriado,EsFestivo,DiaSemana,DiaMes,Mes,Predicciones
2013-05-20,765,,0,0,20,5,740.3292435269431
2013-05-21,1087,,0,1,21,5,951.0153443224926
2013-05-22,1010,,0,2,22,5,1092.6451205500011
2013-05-23,1251,,0,3,23,5,1127.6666014135972
2013-05-24,1117,,0,4,24,5,1150.8914639350974
2013-05-25,281,,0,5,25,5,330.35298347350954
2013-05-26,4,,0,6,26,5,3.975125759190432
2013-05-27,962,,0,0,27,5,908.8720930201454
2013-05-28,1062,,0,1,28,5,1224.6074665133283
2013-05-29,1357,,0,2,29,5,1416.3710121862498
2013-05-30,1485,,0,3,30,5,1573.5598617561573
2013-05-31,1529,,0,4,31,5,1719.4112315575699
2013-06-01,300,,0,5,1,6,275.579238095238
2013-06-02,3,,0,6,2,6,2.1083625899129887
2013-06-03,0,Corpus Christi,1,0,3,6,0.04
2013-06-04,698,,0,1,4,6,720.8796618600019
2013-06-05,1071,,0,2,5,6,1050.2319085094216
2013-06-06,1184,,0,3,6,6,1107.0141194185032
2013-06-07,1382,,0,4,7,6,1132.559439058022
2013-06-08,352,,0,5,8,6,324.13664447213904
2013-06-09,0,,0,6,9,6,0.754955550316867
2013-06-10,0,Sagrado Corazón de Jesús,1,0,10,6,0.0
2013-06-11,758,,0,1,11,6,1003.2797874176704
2013-06-12,1102,,0,2,12,6,1133.02651883348
2013-06-13,1238,,0,3,13,6,1149.0786753575617
2013-06-14,1211,,0,4,14,6,1147.119690524829
2013-06-15,408,,0,5,15,6,320.12677195314944
2013-06-16,1,,0,6,16,6,1.2994856523159741
2013-06-17,933,,0,0,17,6,807.5662345003292
2013-06-18,932,,0,1,18,6,944.1188427812383
2013-06-19,1103,,0,2,19,6,1094.8933787876456
2013-06-20,1213,,0,3,20,6,1122.8145681354647
2013-06-21,1329,,0,4,21,6,1126.5050441120486
2013-06-22,337,,0,5,22,6,318.31255726372166
2013-06-23,0,,0,6,23,6,2.7624714798069547
2013-06-24,788,,0,0,24,6,761.7783460365789
2013-06-25,1308,,0,1,25,6,1010.9166410604743
2013-06-26,1345,,0,2,26,6,1309.6580947637037
2013-06-27,1510,,0,3,27,6,1365.7426940598334
2013-06-28,1656,,0,4,28,6,1518.7382260937375
2013-06-29,537,,0,5,29,6,577.3384053724053
2013-06-30,20,,0,6,30,6,12.41883888888889
2013-07-01,0,San Pedro y San Pablo,1,0,1,7,0.3855555555555556
2013-07-02,689,,0,1,2,7,628.6574462749373
2013-07-03,1045,,0,2,3,7,974.3851032440327
2013-07-04,1101,,0,3,4,7,1077.883269805908
2013-07-05,1185,,0,4,5,7,1094.0109341336229
2013-07-06,464,,0,5,6,7,295.6228155242485
2013-07-07,0,,0,6,7,7,1.1111747551166178
2013-07-08,871,,0,0,8,7,833.1191606328939
2013-07-09,1231,,0,1,9,7,1026.2017135406263
2013-07-10,1270,,0,2,10,7,1138.7672001744352
2013-07-11,1315,,0,3,11,7,1149.0916264064247
2013-07-12,1249,,0,4,12,7,1148.3764260245755
2013-07-13,358,,0,5,13,7,327.8986571226806
2013-07-14,0,,0,6,14,7,1.6397449320841113
2013-07-15,629,,0,0,15,7,806.4307311384852
2013-07-16,1029,,0,1,16,7,952.5830812697491
2013-07-17,1147,,0,2,17,7,1095.2869831264509
2013-07-18,1288,,0,3,18,7,1123.6097041980636
2013-07-19,1175,,0,4,19,7,1128.8755525118659
2013-07-20,111,Día de la independencia,1,5,20,7,180.7851909519669
2013-07-21,0,,0,6,21,7,0.7517838322812165
2013-07-22,889,,0,0,22,7,764.7639041339303
2013-07-23,933,,0,1,23,7,990.117237334471
2013-07-24,1348,,0,2,24,7,1131.0610989018858
2013-07-25,1224,,0,3,25,7,1204.3838415242703
2013-07-26,1268,,0,4,26,7,1306.0281933778824
2013-07-27,463,,0,5,27,7,452.5769511599512
2013-07-28,0,,0,6,28,7,2.370094901159574
2013-07-29,985,,0,0,29,7,1060.9311171235024
2013-07-30,1272,,0,1,30,7,1518.4059134438523
2013-07-31,1666,,0,2,31,7,1823.593455259165
2013-08-01,1173,,0,3,1,8,1057.6496552273795
2013-08-02,1155,,0,4,2,8,1090.2424430098345
2013-08-03,332,,0,5,3,8,281.13534231966634
2013-08-04,0,,0,6,4,8,0.4570251370299937
2013-08-05,737,,0,0,5,8,784.133371047567
2013-08-06,1170,,0,1,6,8,953.2929796402036
2013-08-07,23,Batalla de Boyacá,1,2,7,8,14.933333333333334
2013-08-08,836,,0,3,8,8,1124.5016548942308
2013-08-09,1133,,0,4,9,8,1145.102253630436
2013-08-10,504,,0,5,10,8,336.17286358255484
2013-08-11,1,,0,6,11,8,1.9983097499582405
2013-08-12,1036,,0,0,12,8,842.4799492756233
2013-08-13,1361,,0,1,13,8,1011.4857188495555
2013-08-14,1401,,0,2,14,8,1120.9068013017888
2013-08-15,1314,,0,3,15,8,1125.9490818465606
2013-08-16,1200,,0,4,16,8,1130.0508809470364
2013-08-17,299,,0,5,17,8,289.80151597806656
2013-08-18,0,,0,6,18,8,0.759072919075206
2013-08-19,0,Asunción de la Virgen,1,0,19,8,0.0
2013-08-20,755,,0,1,20,8,938.4902620387592
2013-08-21,1064,,0,2,21,8,1089.4275533022267
2013-08-22,1015,,0,3,22,8,1118.95810132757
2013-08-23,1283,,0,4,23,8,1131.4689601108396
2013-08-24,300,,0,5,24,8,294.40595365968244
2013-08-25,0,,0,6,25,8,30.82953577757002
2013-08-26,828,,0,0,26,8,826.794275682172
2013-08-27,883,,0,1,27,8,1061.130994308122
2013-08-28,1209,,0,2,28,8,1341.0692252996203
2013-08-29,1148,,0,3,29,8,1422.4124554750215
2013-08-30,1265,,0,4,30,8,1580.5757982009297
2013-08-31,431,,0,5,31,8,535.8297863247863
2013-09-01,0,,0,6,1,9,0.9394735978693488
2013-09-02,742,,0,0,2,9,714.0243314374212
2013-09-03,907,,0,1,3,9,717.8595133414906
2013-09-04,1075,,0,2,4,9,1041.1685249340603
2013-09-05,1152,,0,3,5,9,1088.3419965907888
2013-09-06,1087,,0,4,6,9,1108.4534675662803
2013-09-07,310,,0,5,7,9,301.6759240558812
2013-09-08,0,,0,6,8,9,4.478957099751378
2013-09-09,878,,0,0,9,9,848.1423554753509
2013-09-10,1275,,0,1,10,9,1025.1239901009121
2013-09-11,1284,,0,2,11,9,1133.5660720894607
2013-09-12,1249,,0,3,12,9,1146.196966870933
2013-09-13,1227,,0,4,13,9,1151.7505394941836
2013-09-14,303,,0,5,14,9,309.32235588524003
2013-09-15,6,,0,6,15,9,3.3244231926511794
2013-09-16,912,,0,0,16,9,837.8793788772676
2013-09-17,1124,,0,1,17,9,957.9752781089963
2013-09-18,1225,,0,2,18,9,1093.1502094359146
2013-09-19,1233,,0,3,19,9,1122.9411908191125
2013-09-20,1143,,0,4,20,9,1127.6312671275573
2013-09-21,300,,0,5,21,9,300.4085544705558
2013-09-22,0,,0,6,22,9,7.474788361445048
2013-09-23,851,,0,0,23,9,783.9866577286023
2013-09-24,1121,,0,1,24,9,1018.4843431994798
2013-09-25,1276,,0,2,25,9,1171.077855571859
2013-09-26,1388,,0,3,26,9,1285.3623136694223
2013-09-27,1307,,0,4,27,9,1345.0669082115733
2013-09-28,376,,0,5,28,9,420.930833943834
2013-09-29,0,,0,6,29,9,2.2566363636363636
2013-09-30,1099,,0,0,30,9,1230.6392671957672
2013-10-01,1093,,0,1,1,10,727.5073734182519
2013-10-02,749,,0,2,2,10,923.7308123360318
2013-10-03,1235,,0,3,3,10,1060.3538061805607
2013-10-04,1340,,0,4,4,10,1108.0098027355846
2013-10-05,338,,0,5,5,10,301.944516717375
2013-10-06,0,,0,6,6,10,1.3936037300101796
2013-10-07,983,,0,0,7,10,854.4819592097967
2013-10-08,1252,,0,1,8,10,981.0182434577316
2013-10-09,1292,,0,2,9,10,1124.1921269368447
2013-10-10,1358,,0,3,10,10,1156.7791956616427
2013-10-11,1283,,0,4,11,10,1158.8704299063475
2013-10-12,288,,0,5,12,10,293.3355028108105
2013-10-13,0,,0,6,13,10,5.365200357110365
2013-10-14,0,Día de la raza,1,0,14,10,0.0
2013-10-15,651,,0,1,15,10,914.7973343253359
2013-10-16,1070,,0,2,16,10,1089.3016825944062
2013-10-17,1161,,0,3,17,10,1127.1410883537476
2013-10-18,1124,,0,4,18,10,1136.942904485607
2013-10-19,299,,0,5,19,10,288.0091216760693
2013-10-20,0,,0,6,20,10,1.5362639709415709
2013-10-21,853,,0,0,21,10,761.459185158345
2013-10-22,995,,0,1,22,10,948.1410655420518
2013-10-23,1115,,0,2,23,10,1091.3858445715578
2013-10-24,1237,,0,3,24,10,1154.5818854367674
2013-10-25,1180,,0,4,25,10,1177.2934820706755
2013-10-26,277,,0,5,26,10,312.46606061398643
2013-10-27,0,,0,6,27,10,0.8298276668373443
2013-10-28,897,,0,0,28,10,944.5939285148403
2013-10-29,1249,,0,1,29,10,1417.4521272697186
2013-10-30,1413,,0,2,30,10,1907.9418163307664
2013-10-31,1969,,0,3,31,10,1917.8476724196858
2013-11-01,1143,,0,4,1,11,847.5782704071172
2013-11-02,274,,0,5,2,11,236.33785310498473
2013-11-03,0,,0,6,3,11,0.5802786258578633
2013-11-04,0,Todos los Santos,1,0,4,11,0.0
2013-11-05,883,,0,1,5,11,834.6170478017087
2013-11-06,1058,,0,2,6,11,1054.3520138541503
2013-11-07,1395,,0,3,7,11,1126.5294470124738
2013-11-08,1291,,0,4,8,11,1147.7981290659245
2013-11-09,278,,0,5,9,11,298.76240903459507
2013-11-10,2,,0,6,10,11,0.9905333633268939
2013-11-11,0,Independencia de Cartagena,1,0,11,11,0.013333333333333334
2013-11-12,917,,0,1,12,11,855.5593987000327
2013-11-13,1228,,0,2,13,11,1123.3390236618563
2013-11-14,1334,,0,3,14,11,1156.2055780848855
2013-11-15,1394,,0,4,15,11,1148.5147978013981
2013-11-16,314,,0,5,16,11,296.6222550173001
2013-11-17,0,,0,6,17,11,4.650944707208468
2013-11-18,883,,0,0,18,11,782.5633149184042
2013-11-19,1157,,0,1,19,11,922.8373642507064
2013-11-20,1301,,0,2,20,11,1086.9589010904451
2013-11-21,1290,,0,3,21,11,1138.045311289093
2013-11-22,1277,,0,4,22,11,1147.0084449600588
2013-11-23,354,,0,5,23,11,330.4169691971163
2013-11-24,0,,0,6,24,11,0.829092578107268
2013-11-25,957,,0,0,25,11,825.5492895595685
2013-11-26,1307,,0,1,26,11,1119.283009177272
2013-11-27,1439,,0,2,27,11,1455.2241352596075
2013-11-28,1389,,0,3,28,11,1584.653878601041
2013-11-29,1656,,0,4,29,11,1644.3057777777778
2013-11-30,558,,0,5,30,11,606.1211514041514
2013-12-01,7,,0,6,1,12,7.437704645845576
2013-12-02,792,,0,0,2,12,771.9710858585859
2013-12-03,1064,,0,1,3,12,1060.7203095238094
2013-12-04,1170,,0,2,4,12,1292.0033263447833
2013-12-05,1313,,0,3,5,12,1494.2083560304968
2013-12-06,1433,,0,4,6,12,1676.8600441640012
2013-12-07,400,,0,5,7,12,352.5062414615618
2013-12-08,0,Inmaculada Concepción,1,6,8,12,0.544598563473954
2013-12-09,1101,,0,0,9,12,1096.4505158730165
2013-12-10,1314,,0,1,10,12,1323.442091575437
2013-12-11,1439,,0,2,11,12,1587.0281371912986
2013-12-12,1574,,0,3,12,12,1615.5116828037594
2013-12-13,1790,,0,4,13,12,1849.005750143208
2013-12-14,450,,0,5,14,12,494.26753441422306
2013-12-15,3,,0,6,15,12,2.7057237745234306
2013-12-16,1043,,0,0,16,12,1354.7271694147562
2013-12-17,1439,,0,1,17,12,1605.7641969256072
2013-12-18,1686,,0,2,18,12,1683.4485364340785
2013-12-19,1810,,0,3,19,12,1637.3892226182652
2013-12-20,1866,,0,4,20,12,1862.9244706394866
2013-12-21,621,,0,5,21,12,628.9042338501292
2013-12-22,1,,0,6,22,12,1.248151500021491
2013-12-23,1591,,0,0,23,12,1274.4157063492064
2013-12-24,1168,,0,1,24,12,1481.125455026455
2013-12-25,0,Navidad,1,2,25,12,1.7466666666666666
2013-12-26,1322,,0,3,26,12,1346.0424468494466
2013-12-27,2016,,0,4,27,12,1940.0118253968255
2013-12-28,1043,,0,5,28,12,994.565
2013-12-29,1,,0,6,29,12,4.698316017316018
2013-12-30,1927,,0,0,30,12,1595.0290476190478
2013-12-31,428,,0,1,31,12,875.3533333333334
2014-01-01,0,Año Nuevo,1,2,1,1,1.7
2014-01-02,164,,0,3,2,1,214.97766137566137
2014-01-03,289,,0,4,3,1,370.05554566783974
2014-01-04,163,,0,5,4,1,181.46565470320323
2014-01-05,0,,0,6,5,1,0.11158157470972116
2014-01-06,0,Epifanía,1,0,6,1,0.0
2014-01-07,547,,0,1,7,1,680.6122342133812
2014-01-08,718,,0,2,8,1,851.9473707963972
2014-01-09,627,,0,3,9,1,901.4346170685811
2014-01-10,1269,,0,4,10,1,1126.8780589970363
2014-01-11,348,,0,5,11,1,295.8594327085797
2014-01-12,0,,0,6,12,1,1.341708918837918
2014-01-13,854,,0,0,13,1,785.8248360723377
2014-01-14,755,,0,1,14,1,865.4623519715751
2014-01-15,1223,,0,2,15,1,999.7774315743832
2014-01-16,985,,0,3,16,1,1003.581111089207
2014-01-17,1113,,0,4,17,1,1112.0261801918923
2014-01-18,136,,0,5,18,1,247.0523471595601
2014-01-19,1,,0,6,19,1,0.6901954793707334
2014-01-20,634,,0,0,20,1,733.0289496960908
2014-01-21,1025,,0,1,21,1,924.3642838351076
2014-01-22,1140,,0,2,22,1,964.71613583787
2014-01-23,1052,,0,3,23,1,961.3900813905633
2014-01-24,931,,0,4,24,1,950.6992775177004
2014-01-25,397,,0,5,25,1,300.7558585925677
2014-01-26,1,,0,6,26,1,1.1529824838903786
2014-01-27,599,,0,0,27,1,743.4158712257439
2014-01-28,1195,,0,1,28,1,1237.844948458126
2014-01-29,1177,,0,2,29,1,1226.8871171421174
2014-01-30,1158,,0,3,30,1,1207.6197140082143
2014-01-31,1719,,0,4,31,1,1614.1131005291004
2014-02-01,231,,0,5,1,2,219.82297619047623
2014-02-02,6,,0,6,2,2,3.186214552623973
2014-02-03,708,,0,0,3,2,713.6077215289898
2014-02-04,940,,0,1,4,2,821.3659276911615
2014-02-05,1091,,0,2,5,2,1048.1152501552758
2014-02-06,1325,,0,3,6,2,1108.2556405207376
2014-02-07,1317,,0,4,7,2,1132.9989522836263
2014-02-08,351,,0,5,8,2,299.3052384391484
2014-02-09,0,,0,6,9,2,0.24293879770209836
2014-02-10,936,,0,0,10,2,780.6809051484568
2014-02-11,953,,0,1,11,2,988.8666105453123
2014-02-12,1291,,0,2,12,2,1123.5255321414672
2014-02-13,1115,,0,3,13,2,1140.598500103063
2014-02-14,1226,,0,4,14,2,1141.4625472773942
2014-02-15,293,,0,5,15,2,285.34079209009946
2014-02-16,0,,0,6,16,2,1.6599885830341081
2014-02-17,848,,0,0,17,2,768.4252448014539
2014-02-18,1030,,0,1,18,2,953.1385601620466
2014-02-19,1075,,0,2,19,2,1088.775638465402
2014-02-20,1085,,0,3,20,2,1116.927113444336
2014-02-21,1188,,0,4,21,2,1122.2770601745783
2014-02-22,310,,0,5,22,2,308.9219641455866
2014-02-23,0,,0,6,23,2,4.316528715406124
2014-02-24,861,,0,0,24,2,756.9125543907826
2014-02-25,1123,,0,1,25,2,1015.1000401314102
2014-02-26,1321,,0,2,26,2,1247.6480501162562
2014-02-27,1476,,0,3,27,2,1373.8923739439251
2014-02-28,1770,,0,4,28,2,1693.2096715135858
2014-03-01,211,,0,5,1,3,222.20736507936508
2014-03-02,0,,0,6,2,3,1.316311714721135
2014-03-03,660,,0,0,3,3,718.7748428374745
2014-03-04,867,,0,1,4,3,835.7322416862182
2014-03-05,1021,,0,2,5,3,1055.0598697007758
2014-03-06,1175,,0,3,6,3,1112.8569735266333
2014-03-07,1327,,0,4,7,3,1136.753139224268
2014-03-08,331,,0,5,8,3,296.9537884548082
2014-03-09,0,,0,6,9,3,0.5268373092066472
2014-03-10,831,,0,0,10,3,783.489771993619
2014-03-11,1166,,0,1,11,3,1007.8496265919134
2014-03-12,1163,,0,2,12,3,1131.5735540265575
2014-03-13,1216,,0,3,13,3,1149.5194543500525
2014-03-14,1220,,0,4,14,3,1149.3248172534188
2014-03-15,343,,0,5,15,3,286.64392953056205
2014-03-16,6,,0,6,16,3,2.746145792654553
2014-03-17,735,,0,0,17,3,770.0762273221687
2014-03-18,1061,,0,1,18,3,956.458780426046
2014-03-19,1135,,0,2,19,3,1096.2472010301215
2014-03-20,1240,,0,3,20,3,1127.8002110060215
2014-03-21,1374,,0,4,21,3,1132.5760206092737
2014-03-22,335,,0,5,22,3,318.28679166591354
2014-03-23,1,,0,6,23,3,3.2868508399306307
2014-03-24,0,Día de San José,1,0,24,3,0.0
2014-03-25,879,,0,1,25,3,1011.6707396738464
2014-03-26,1303,,0,2,26,3,1224.7124140885826
2014-03-27,1439,,0,3,27,3,1301.1007069101013
2014-03-28,1280,,0,4,28,3,1680.7601682302136
2014-03-29,653,,0,5,29,3,337.2683333333333
2014-03-30,2,,0,6,30,3,7.669305555555557
2014-03-31,1210,,0,0,31,3,1404.1389523809523
2014-04-01,1219,,0,1,1,4,1000.3209249665239
2014-04-02,960,,0,2,2,4,921.536138791586
2014-04-03,1220,,0,3,3,4,1038.952095583727
2014-04-04,1438,,0,4,4,4,1104.71339248784
2014-04-05,382,,0,5,5,4,256.09643375263187
2014-04-06,0,,0,6,6,4,2.2006570193300066
2014-04-07,1087,,0,0,7,4,868.6604062936659
2014-04-08,1290,,0,1,8,4,1022.8312034932616
2014-04-09,1480,,0,2,9,4,1134.6863361910757
2014-04-10,1582,,0,3,10,4,1155.575933786837
2014-04-11,1575,,0,4,11,4,1153.5865033346563
2014-04-12,228,,0,5,12,4,278.9468596653008
2014-04-13,0,,0,6,13,4,2.0384978094452415
2014-04-14,1321,,0,0,14,4,822.5353949034159
2014-04-15,1133,,0,1,15,4,982.7747093888149
2014-04-16,886,,0,2,16,4,1098.5676952918377
2014-04-17,0,Jueves Santo,1,3,17,4,0.33388888888888885
2014-04-18,0,Viernes Santo,1,4,18,4,1.6933333333333334
2014-04-19,0,,0,5,19,4,282.4271090159124
2014-04-20,0,,0,6,20,4,3.586720965402845
2014-04-21,684,,0,0,21,4,744.5958693463461
2014-04-22,1079,,0,1,22,4,963.4909680114912
2014-04-23,1182,,0,2,23,4,1096.0352668869164
2014-04-24,1386,,0,3,24,4,1150.2405696398723
2014-04-25,1157,,0,4,25,4,1176.2362079682762
2014-04-26,479,,0,5,26,4,356.9302409418026
2014-04-27,1,,0,6,27,4,0.7467287528930043
2014-04-28,1081,,0,0,28,4,973.7301739370594
2014-04-29,1427,,0,1,29,4,1200.0079227597578
2014-04-30,1945,,0,2,30,4,1637.492980637276
2014-05-01,2,Sagrado Corazón de Jesús,1,3,1,5,1.4333333333333333
2014-05-02,917,,0,4,2,5,979.869867662451
2014-05-03,294,,0,5,3,5,244.0516323725309
2014-05-04,1,,0,6,4,5,1.2326075807764185
2014-05-05,849,,0,0,5,5,718.8979431730279
2014-05-06,1070,,0,1,6,5,907.2306117106818
2014-05-07,1127,,0,2,7,5,1098.1536671543086
2014-05-08,1240,,0,3,8,5,1131.820642592955
2014-05-09,1202,,0,4,9,5,1148.2151547730807
2014-05-10,316,,0,5,10,5,295.90121036136327
2014-05-11,0,,0,6,11,5,0.45021593832110557
2014-05-12,788,,0,0,12,5,787.9918221792507
2014-05-13,1193,,0,1,13,5,1012.7659206508678
2014-05-14,1272,,0,2,14,5,1123.9097267844938
2014-05-15,1218,,0,3,15,5,1129.9568807072926
2014-05-16,1235,,0,4,16,5,1133.0261602852986
2014-05-17,362,,0,5,17,5,298.25383017823145
2014-05-18,1,,0,6,18,5,1.4065991575272996
2014-05-19,822,,0,0,19,5,744.4747447965021
2014-05-20,1140,,0,1,20,5,952.625659996237
2014-05-21,1210,,0,2,21,5,1093.1548651015335
2014-05-22,1249,,0,3,22,5,1122.0409478073495
2014-05-23,1227,,0,4,23,5,1133.3123832494227
2014-05-24,390,,0,5,24,5,306.4382271831061
2014-05-25,0,,0,6,25,5,2.4571879700369563
2014-05-26,729,,0,0,26,5,824.5004025038395
2014-05-27,1282,,0,1,27,5,1078.5238460456055
2014-05-28,1689,,0,2,28,5,1411.0161599794155
2014-05-29,1625,,0,3,29,5,1454.139610707705
2014-05-30,1890,,0,4,30,5,1781.4470723254979
2014-05-31,673,,0,5,31,5,651.7588888888889
2014-06-01,1,,0,6,1,6,1.4815397613827157
2014-06-02,0,Día de la independencia,1,0,2,6,0.3048888888888888
2014-06-03,760,,0,1,3,6,720.6735155656347
2014-06-04,998,,0,2,4,6,1040.4140290874427
2014-06-05,1232,,0,3,5,6,1088.9781075808478
2014-06-06,1229,,0,4,6,6,1120.669790773452
2014-06-07,368,,0,5,7,6,312.1340484604298
2014-06-08,1,,0,6,8,6,0.9677865053151293
2014-06-09,1049,,0,0,9,6,832.2218433117522
2014-06-10,1213,,0,1,10,6,1011.3462717371721
2014-06-11,1317,,0,2,11,6,1136.9690840777828
2014-06-12,1233,,0,3,12,6,1147.7794298822218
2014-06-13,847,,0,4,13,6,1152.0721704235384
2014-06-14,410,,0,5,14,6,335.7886303002602
2014-06-15,0,,0,6,15,6,0.8829288265123044
2014-06-16,1102,,0,0,16,6,815.6533460105402
2014-06-17,1195,,0,1,17,6,953.619534743086
2014-06-18,1161,,0,2,18,6,1095.7041503600185
2014-06-19,1198,,0,3,19,6,1124.3397583934234
2014-06-20,1232,,0,4,20,6,1128.3857387462774
2014-06-21,333,,0,5,21,6,316.0129368114374
2014-06-22,1,,0,6,22,6,1.862576378403926
2014-06-23,0,Batalla de Boyacá,1,0,23,6,0.0
2014-06-24,829,,0,1,24,6,987.8830204665607
2014-06-25,1220,,0,2,25,6,1203.4472171665616
2014-06-26,1489,,0,3,26,6,1329.1491538887037
2014-06-27,1889,,0,4,27,6,1442.7025495410965
2014-06-28,839,,0,5,28,6,666.8727704517705
2014-06-29,1,,0,6,29,6,5.56932812911726
2014-06-30,5,Día del trabajo,1,0,30,6,4.166666666666667
2014-06-30,5,Ascensión de Jesús,1,0,30,6,4.166666666666667
2014-07-01,543,,0,1,1,7,629.0203519637041
2014-07-02,1001,,0,2,2,7,894.5732824933519
2014-07-03,1143,,0,3,3,7,1019.658978748694
2014-07-04,920,,0,4,4,7,1090.8432908799527
2014-07-05,245,,0,5,5,7,286.1182645303105
2014-07-06,0,,0,6,6,7,0.9492426333964785
2014-07-07,768,,0,0,7,7,849.722480188838
2014-07-08,1172,,0,1,8,7,1012.8555959514449
2014-07-09,1181,,0,2,9,7,1132.109110596886
2014-07-10,1273,,0,3,10,7,1152.1426944337459
2014-07-11,1229,,0,4,11,7,1151.3407351674919
2014-07-12,383,,0,5,12,7,316.98092379325306
2014-07-13,1,,0,6,13,7,2.362719953352471
2014-07-14,952,,0,0,14,7,827.7848418865962
2014-07-15,1174,,0,1,15,7,976.328214196912
2014-07-16,955,,0,2,16,7,1096.3878682557427
2014-07-17,1345,,0,3,17,7,1122.457649013373
2014-07-18,1133,,0,4,18,7,1129.1808748088763
2014-07-19,329,,0,5,19,7,299.5968750633683
2014-07-20,2,Corpus Christi,1,6,20,7,2.1043831213715802
2014-07-21,686,,0,0,21,7,750.3540046792034
2014-07-22,1212,,0,1,22,7,958.0481706649063
2014-07-23,1168,,0,2,23,7,1095.6407895212376
2014-07-24,1334,,0,3,24,7,1155.4650046136105
2014-07-25,1260,,0,4,25,7,1204.13734186014
2014-07-26,528,,0,5,26,7,439.4973315138614
2014-07-27,3,,0,6,27,7,1.8640857141100635
2014-07-28,1075,,0,0,28,7,992.987807414693
2014-07-29,1476,,0,1,29,7,1320.4016669050097
2014-07-30,1724,,0,2,30,7,1646.4632574194038
2014-07-31,1552,,0,3,31,7,1836.9566799418892
2014-08-01,1604,,0,4,1,8,1116.756524713449
2014-08-02,318,,0,5,2,8,251.4473361823362
2014-08-03,0,,0,6,3,8,0.4385465045513611
2014-08-04,825,,0,0,4,8,728.7444413385641
2014-08-05,1034,,0,1,5,8,881.3752183987582
2014-08-06,1318,,0,2,6,8,1074.3401386350617
2014-08-07,4,San Pedro y San Pablo,1,3,7,8,8.333333333333334
2014-08-08,1239,,0,4,8,8,1131.0495634243953
2014-08-09,368,,0,5,9,8,326.11827116749737
2014-08-10,1,,0,6,10,8,1.9054367340852245
2014-08-11,1047,,0,0,11,8,839.5622474460125
2014-08-12,1160,,0,1,12,8,1008.9965391059612
2014-08-13,1553,,0,2,13,8,1128.9999233760327
2014-08-14,1604,,0,3,14,8,1141.6723843753325
2014-08-15,1423,,0,4,15,8,1132.6793051575874
2014-08-16,344,,0,5,16,8,303.7180447445396
2014-08-17,0,,0,6,17,8,0.7410154641844178
2014-08-18,0,Asunción de la Virgen,1,0,18,8,0.0
2014-08-19,927,,0,1,19,8,941.582543246448
2014-08-20,1108,,0,2,20,8,1091.5077904721356
2014-08-21,1291,,0,3,21,8,1119.4678458791025
2014-08-22,1400,,0,4,22,8,1126.3369958076014
2014-08-23,384,,0,5,23,8,318.07315311193764
2014-08-24,1,,0,6,24,8,2.7396400133533425
2014-08-25,865,,0,0,25,8,789.8732930356387
2014-08-26,1479,,0,1,26,8,1095.8644050811781
2014-08-27,1622,,0,2,27,8,1322.6020985984217
2014-08-28,1723,,0,3,28,8,1434.8176276941633
2014-08-29,1969,,0,4,29,8,1704.986461541844
2014-08-30,917,,0,5,30,8,813.8290561660564
2014-08-31,8,,0,6,31,8,8.766767676767678
2014-09-01,810,,0,0,1,9,699.5142829177149
2014-09-02,803,,0,1,2,9,726.4988450694941
2014-09-03,1297,,0,2,3,9,1010.5416146716891
2014-09-04,1477,,0,3,4,9,1086.724122930533
2014-09-05,1346,,0,4,5,9,1101.027225616319
2014-09-06,408,,0,5,6,9,317.8725889913969
2014-09-07,1,,0,6,7,9,3.381305879561727
2014-09-08,1042,,0,0,8,9,863.2573367566978
2014-09-09,1254,,0,1,9,9,1035.5125084195622
2014-09-10,1497,,0,2,10,9,1136.3980915460245
2014-09-11,1378,,0,3,11,9,1148.4961003866092
2014-09-12,1256,,0,4,12,9,1149.090171587591
2014-09-13,472,,0,5,13,9,311.42734111959794
2014-09-14,1,,0,6,14,9,4.45453056017234
2014-09-15,938,,0,0,15,9,834.5778901110855
2014-09-16,1225,,0,1,16,9,953.6412566550005
2014-09-17,1384,,0,2,17,9,1093.1502094359146
2014-09-18,1311,,0,3,18,9,1123.246513116123
2014-09-19,1218,,0,4,19,9,1129.156457385516
2014-09-20,328,,0,5,20,9,306.0636485936516
2014-09-21,0,,0,6,21,9,1.803124254756353
2014-09-22,890,,0,0,22,9,780.0910105791411
2014-09-23,1206,,0,1,23,9,1017.6737435883972
2014-09-24,1335,,0,2,24,9,1120.618476721752
2014-09-25,1466,,0,3,25,9,1188.954589387105
2014-09-26,1514,,0,4,26,9,1295.0739140727228
2014-09-27,469,,0,5,27,9,381.1989908424909
2014-09-28,10,,0,6,28,9,5.008517797017797
2014-09-29,1285,,0,0,29,9,1119.776844358256
2014-09-30,2026,,0,1,30,9,1872.9827713991658
2014-10-01,1156,,0,2,1,10,867.4944318374596
2014-10-02,1286,,0,3,2,10,964.0380868226464
2014-10-03,1165,,0,4,3,10,1068.294881805255
2014-10-04,333,,0,5,4,10,306.2513921409536
2014-10-05,0,,0,6,5,10,1.1855316778691818
2014-10-06,929,,0,0,6,10,685.6347272223995
2014-10-07,1290,,0,1,7,10,987.2672251319639
2014-10-08,1457,,0,2,8,10,1099.5396101598433
2014-10-09,989,,0,3,9,10,1144.69050560877
2014-10-10,1861,,0,4,10,10,1166.6224503146211
2014-10-11,370,,0,5,11,10,299.8610106395197
